id,question
576152,Which production companies were involved in the making of Battalion 609?
576152,When was the movie Battalion 609 released?
692001,"What is the title of the comedy movie about Mark Zuckerberg's dog, released in 2016?"
692001,"What is the main focus of the movie 'Mark Zuckerberg’s Dog', a critique of what system?"
692001,What language was the original language of 'Mark Zuckerberg’s Dog'?
692001,How would you rate the popularity of the movie 'Mark Zuckerberg’s Dog'?
692001,What is the running time in minutes for 'Mark Zuckerberg’s Dog'?
318360,What is the genre of Kevin Bridges: Live at the Referendum?
318360,What is the original language of the movie Kevin Bridges: Live at the Referendum?
318360,Who are the comedians that appear in Kevin Bridges: Live at the Referendum?
318360,What is the release date of Kevin Bridges: Live at the Referendum?
318360,What is the runtime of Kevin Bridges: Live at the Referendum?
167401,"What type of movie is Backroad with genres Thriller, Horror, and Drama?"
167401,What is the original language of the movie Backroad?
167401,What is the plot of the movie Backroad about a man's road trip to hell and the revelation of a family secret?
167401,"How many users have voted for the movie Backroad, given its vote count of 3?"
167401,"Who are the cast and production companies involved in making the movie Backroad, such as Matthew Carter, Greg Dean, Elisabeth McCain, Julie Oliver, Touchstone, Michael Marlowe, and Norris T. Thompson II?"
423746,What is the genres of The Painting?
423746,What is the original language of The Painting?
423746,What is the overview of The Painting?
423746,What is the release date of The Painting?
423746,Who is the credits of The Painting?
739014,What is the genre of the movie Taciturno?
739014,What is the original language of the movie Taciturno?
739014,Can you provide a brief summary of the movie Taciturno?
739014,Who are the production companies for the movie Taciturno?
739014,When was the movie Taciturno released?
252295,What is the title of the modern day crime-drama movie that is a reinterpretation of a classic western film and set in West Los Angeles?
252295,"What are the names of the two brothers who, after being raised in a reformatory, are now cleaning the streets of scum and rid the neighborhoods of undesirable elements?"
252295,"Who is the phantom-like criminal that one of the brothers, Dare, is obsessed with and trying to capture?"
252295,"Who is the other detective, aside from Dare, who is also investigating the same case, and whose investigation is being led by the official Detective Robert Morrison?"
252295,What is the budget and revenue of the movie 'Duke' and what is its tagline?
34563,What is the title of the comedy movie about a feud between two fathers leading up to their children's wedding?
34563,Which language is the movie 'Our Family Wedding' originally in?
34563,What is the tagline for the movie that has an interracial marriage and a wedding as its themes?
34563,What are the production companies that funded the making of 'Our Family Wedding'?
34563,What is the revenue generated by 'Our Family Wedding' compared to its budget of 14 million dollars?
347786,"What is the name of the movie where the main characters are Olga, Katya, and Andrey, who are struggling with feelings of unhappiness despite their success in Moscow?"
347786,What is the original language of the movie Pioneer Heroes?
347786,What genre does the movie Pioneer Heroes belong to?
347786,Who are the production companies for the movie Pioneer Heroes?
347786,What is the budget of the movie Pioneer Heroes and how much revenue did it generate?
651610,What is the title of the Comedy-Crime-Thriller movie that was released in 2020 and is about a heist to avenge the mother's death?
651610,"Which English language movie with a runtime of 93 minutes features Olivia Cooke, Ben Hardy, and Daryl McCormack, and tells the story of a character's escape plan from gangsters?"
651610,"What is the tagline for the movie that has the keywords: ex-boyfriend, family secrets, heist, drugs, death of mother, road movie, escape plan, priests, and gangsters?"
651610,"Which movie, produced by Fragile Films, has a vote average of 5.8 and features Olivia Cooke, Ben Hardy, and Daryl McCormack, among others, with a revenue of 479317?"
651610,"What is the title of the movie that has the following keywords: ex-boyfriend, family secrets, heist, drugs, death of mother, road movie, escape plan, priests, and gangsters, and was released in 2020?"
170395,What is the title of the movie about a boy and his dying dwarf hamster?
170395,What language was the 2009 movie 'Etienne!' originally produced in?
170395,What is the plot of the movie 'Etienne!' where a boy takes his hamster on a road trip?
170395,What is the rating given to the movie 'Etienne!' on a scale of 1 to 10?
170395,What is the length of the movie 'Etienne!' released in 2009?
32834,What is the name of the chimpanzee in the movie 'MVP: Most Valuable Primate' that was taught sign language by Dr. Kendall?
32834,What genres is the movie 'MVP: Most Valuable Primate' classified as?
32834,What is the original language of the movie 'MVP: Most Valuable Primate'?
32834,Who are the production companies behind the movie 'MVP: Most Valuable Primate'?
32834,What is the runtime and release date of the movie 'MVP: Most Valuable Primate'?
820580,What is the title of the movie that was released in 2018 with a runtime of 10 minutes and presented alongside a transcript of the improvised performance with images from behind the scenes and its installation at Shoot The Lobster in 2018?
820580,What is the original language of the movie titled 'The Worst Witch'?
820580,Which production companies were involved in the making of 'The Worst Witch'?
820580,What is the popularity score of 'The Worst Witch'?
820580,What are the vote average and vote count of the movie 'The Worst Witch'?
676268,What is the plot of the movie 'Night Driving'?
676268,What is the original language of the movie 'Night Driving'?
676268,Who are the production companies of the movie 'Night Driving'?
676268,When was the movie 'Night Driving' released?
676268,What is the runtime of the movie 'Night Driving'?
783411,What is the title of the Drama-Action movie released in 2020?
783411,Which company produced the English movie 'The Neolith'?
783411,What is the plot of 'The Neolith' about?
783411,What are the keywords associated with the movie 'The Neolith'?
783411,What is the user rating and vote count for the movie 'The Neolith'?
346627,What is the title of the Russian comedy movie released in 1953 that has a budget and revenue of 0 and a runtime of 4 minutes?
346627,Which production company made the Russian comedy film about a man trying to enter a football field that was released in 1953?
346627,"What is the popularity of the Russian comedy movie about a man's football-related dream, which was released in 1953?"
346627,What is the overview of the Russian comedy film that was produced by Lenfilm and was released in 1953?
346627,"What is the vote average of the Russian language comedy movie about a fan's football dream, which was released in 1953 and has no recorded votes?"
456586,What is the documentary 'More Art Upstairs' about?
456586,In what year was 'More Art Upstairs' released?
456586,What are the names of the artists credited in 'More Art Upstairs'?
456586,What is the controversy captured in 'More Art Upstairs' about the art world?
456586,"What are the genres, popularity, and vote average of the movie 'More Art Upstairs'?"
956507,What is the name of the documentary about a disabled woman exploring her body and sexuality for the first time?
956507,What are the genres of the documentary 'Sexual Healing'?
956507,What is the original language of the documentary 'Sexual Healing'?
956507,Which organization provides support for the woman in 'Sexual Healing' to connect with sex care workers?
956507,What is the runtime of the documentary 'Sexual Healing'?
957264,What is the original language of the movie A Soundless Dream?
957264,What is the plot of the movie A Soundless Dream that was released in 2022?
957264,What is the popularity of the movie A Soundless Dream?
957264,How long is the runtime of the movie A Soundless Dream?
957264,What is the current status of the movie A Soundless Dream?
686761,What is the title and genre of the 2015 comedy movie about a boy who encounters people waiting for an eternal red traffic light?
686761,Who are the production companies behind the absurdistic 2015 movie 'Green' with a runtime of 10 minutes?
686761,"When was the English-language film 'Green' released, and what is its budget and revenue?"
686761,What is the summary of the movie 'Green' about a boy and a group of people waiting for a never-ending red traffic light?
686761,"What are the vote average and vote count for the comedy movie 'Green' directed by Bram Suijker, Hein van der Heijden, Robert-Paul Jansen, and Eva Laurenssen?"
346498,What is the name of the music concert released in 2014 featuring songs like 'Still Young' and 'The Chariot'?
346498,What language are the songs in The Cat Empire at Gurtenfestival performed in?
346498,Which genres does the music concert The Cat Empire at Gurtenfestival belong to?
346498,"How long is the runtime of The Cat Empire at Gurtenfestival, a music concert released in 2014?"
346498,What is a keyword that describes the music concert The Cat Empire at Gurtenfestival?
503751,What is the title of the horror movie set in the woods with a possessive park ranger and a connection to the main character's past?
503751,Which language is The Ranger originally in and what is its tagline?
503751,"What are the names of the actors and characters in The Ranger, including Chloë Levine as Chelsea, Jeremy Holm as the Park Ranger, and others like Granit Lahu, Jeremy Pope, Bubba Weiler, Amanda Grace Benitez, Ted Geoghegan, Larry Fessenden, Nicholas Tucci, and Jeté Laurence?"
503751,"What genre is The Ranger, how popular is it, and what is its vote average on a scale of 1 to 10 based on 68 votes?"
503751,"What is the plot of The Ranger, where punk rock fans on the run, including Chelsea, hide in an abandoned family cabin in the woods and are pursued by an overly dedicated park ranger with a secret?"
807539,What is the poetic trilogy released in 1993 that explores the expression of love and the categories of sexuality between two women?
807539,"What is the movie that examines the complex meaning of two women making love, with a runtime of 7 hours?"
807539,"Which movie that was released in 1993 has a genre that is not specified and has not provided popularity, budget, or revenue details?"
807539,"What is the title of the 1993 movie that is about love and sexuality between two women, but has no vote average or vote count?"
807539,"Which film that explores the complexities of love and sexuality was released in 1993, in English, and has no reported revenue or popularity?"
266687,What is the title of the comedy movie produced by Fire Island Films and released in 2004?
266687,What is the plot of the English movie 'Games People Play'?
266687,How long is the runtime of 'Games People Play'?
266687,What is the vote average for the movie 'Games People Play'?
266687,How many votes has the movie 'Games People Play' received?
20348,"What type of film is Fandango, and what language is it in?"
20348,"What is the plot of Fandango, and who are some of the main actors?"
20348,"What is the tagline for Fandango, and when did it come out?"
20348,"Who are some of the cast members in Fandango, and what are some of the keywords associated with the film?"
20348,"What is the runtime of Fandango, and in which production companies was it made?"
353896,What is the name of the French animation that was released in 2008 and tells the story of a peasant who feels different from the townspeople?
353896,"What is the popularity score of the French animation 'ILM, le Savoir'?"
353896,"Which production company released the French animation 'ILM, le Savoir' in 2008?"
353896,"What is the runtime of the French animation 'ILM, le Savoir'?"
353896,"How many votes has the French animation 'ILM, le Savoir' received so far?"
447911,What is the name of the movie 'El guardaespaldas' and when was it released?
447911,What are the main genres of the movie 'El guardaespaldas'?
447911,Who are the main cast members in the movie 'El guardaespaldas'?
447911,What is the plot of the movie 'El guardaespaldas'?
447911,What is the runtime and popularity of the movie 'El guardaespaldas'?
582470,What is the title of the movie that emerged from a collaboration between Neïl Beloufa and a group of junior students from the banlieue of Paris?
582470,What are the genres of the movie 'Vengeance'?
582470,In what language was the movie 'Vengeance' originally made?
582470,What company produced the movie 'Vengeance'?
582470,What is the duration in minutes of the movie 'Vengeance'?
790712,What type of film is 'Clone Test' and what language is it in?
790712,What happens in 'Clone Test' according to its overview?
790712,How popular is 'Clone Test' based on its popularity score?
790712,Who are the production companies behind 'Clone Test'?
790712,What is the release date and status of 'Clone Test'?
658737,What type of genre does the Combat Bulletin 39 film belong to?
658737,What is the original language of the Combat Bulletin 39 movie?
658737,What is the overview of the Combat Bulletin 39 film?
658737,What is the release date of the Combat Bulletin 39 movie?
658737,How long is the runtime of the Combat Bulletin 39 film?
514433,What is the title of the documentary that was released in 2015 and is in Russian?
514433,What is the plot of the documentary 'The Last Film'?
514433,What is the vote average of 'The Last Film'?
514433,Which production company produced 'The Last Film'?
514433,"What are the runtime, popularity, budget, and revenue of 'The Last Film'?"
652947,What is the plot of the horror-thriller movie 'Ondh Kathe Hella' that was released in 2019?
652947,Who are the five friends with contrasting personalities who plan a road trip from Bangalore to Sakleshpur in 'Ondh Kathe Hella'?
652947,What are the four true horror stories shared among the friends during the road trip in 'Ondh Kathe Hella'?
652947,What is the original language of the movie 'Ondh Kathe Hella'?
652947,What is the runtime of the movie 'Ondh Kathe Hella'?
685676,What type of film is En øy i solen?
685676,What is the original language of En øy i solen?
685676,What is the documentary about?
685676,Who are the credited individuals for En øy i solen?
685676,When was En øy i solen released?
505922,What is the title of the horror-thriller movie about a group of friends who have a slumber party after one of them breaks up with her abusive boyfriend and a killer shows up at their house?
505922,"Which production companies, Rosenguez Productions and Black Grey Productions, released the movie 'Bloody Slumber Party' in 2014?"
505922,"What is the plot of 'Bloody Slumber Party' where a group of friends tell horror stories during their slumber party, unaware that there is a killer in the house?"
505922,"Who are some of the cast members of 'Bloody Slumber Party', including Melantha Blackthorne, Gloria Chung, Scott Churchson, Elizabeth Claflin, and Joseph D'Onofrio?"
505922,"What is the runtime of the movie 'Bloody Slumber Party', which is an hour and twenty minutes long and centers around a group of friends having a slumber party turned deadly?"
25205,What is the genre of the movie 'The Concert'?
25205,In what language was 'The Concert' originally made?
25205,Can you describe the plot of 'The Concert'?
25205,Who are some of the main actors in 'The Concert'?
25205,What are some of the keywords associated with 'The Concert'?
314864,What is the title of the movie and what is it about?
314864,What is the original language of the movie 'Dark Illusion'?
314864,What genre does the movie 'Dark Illusion' belong to?
314864,Who are the production companies of the movie 'Dark Illusion'?
314864,What is the release date and runtime of the movie 'Dark Illusion'?
173462,What genre is the movie 'Straight Is the Way' classified as?
173462,What is the original language of the movie 'Straight Is the Way'?
173462,What is the plot of the movie 'Straight Is the Way'?
173462,Which company produced the movie 'Straight Is the Way'?
173462,When was the movie 'Straight Is the Way' released and what is its runtime?
459754,What is the title of the documentary about the deaths in police custody in Britain between 1969 and 1999?
459754,What type of film is Injustice?
459754,Who are the four women in the documentary Injustice fighting to find out how their loved ones died in police custody in Britain?
459754,What company produced the documentary Injustice?
459754,What is the run time of the documentary Injustice?
552137,"What is the plot of the Japanese history-drama movie Chushingura, where the vassals of the Asano clan who surrendered the castle become wanderers and deceive the enemy and the public while waiting for an opportunity to avenge their master and his family?"
552137,"Which production company, Nikkatsu Corporation, is behind the creation of the 1938 movie Chushingura, featuring well-known actors like Chiezō Kataoka, Tsumasaburō Bandō, Kanjūrō Arashi, Takashi Shimura, and others, and characterized by keywords such as samurai, seppuku, shogun, jidaigeki, and vengeance?"
552137,"What is the runtime of the movie Chushingura, which was released in 1938, has a budget of 0, and grossed 0 in revenue, featuring a talented cast of Japanese actors and revolving around themes of samurai, seppuku, and vengeance?"
552137,"Who are the main cast members of Chushingura, the 1938 Japanese history-drama that tells the story of the Asano clan's vassals waiting for an opportunity to avenge their master and his family, including Chiezō Kataoka, Tsumasaburō Bandō, Kanjūrō Arashi, Takashi Shimura, and many others?"
552137,"What is the popularity score of the 1938 Japanese movie Chushingura, which has a vote average of 6.0 and was released under the genre of history-drama, featuring a talented cast of Japanese actors and characterized by keywords such as samurai, seppuku, shogun, jidaigeki, and vengeance?"
291891,What is the title of the 1943 musical film that starred Betty Grable and Robert Young?
291891,What two genres does the movie 'Sweet Rosie O'Grady' belong to?
291891,Who is the English duke that got engaged to an American singer in 'Sweet Rosie O'Grady'?
291891,Which news reporter from the singer's hometown continuously pestered her about her past as a burlesque dancer in 'Sweet Rosie O'Grady'?
291891,Which production company released the movie 'Sweet Rosie O'Grady'?
520823,What is the title of the drama movie about a colt's racing career and its impact on people's lives?
520823,Which language is the original 'Blue Grass of Kentucky' movie produced in?
520823,Can you provide a brief summary of the plot of 'Blue Grass of Kentucky' released in 1950?
520823,Who are some of the main cast members in the 'Blue Grass of Kentucky' movie?
520823,Who were the production company behind the 'Blue Grass of Kentucky' movie?
802366,What is the title of the documentary about the search for another Earth released by NASA's Webb Space Telescope?
802366,What type of film is The Hunt for Planet B?
802366,What is the original language of The Hunt for Planet B?
802366,"Who are some of the pioneering scientists, including women, on the quest to find another Earth in The Hunt for Planet B?"
802366,When was The Hunt for Planet B released?
850902,"What is the name of the love story movie between a dance teacher and his student, released in 1988, with a runtime of 78 minutes and in English?"
850902,Which production company released the movie 'Salıncakta Üç Kişi'?
850902,What are the genres of the movie 'Salıncakta Üç Kişi'?
850902,What is the summary of the movie 'Salıncakta Üç Kişi' about?
850902,What are the names of the cast members in the movie 'Salıncakta Üç Kişi'?
631329,What is the name of the movie that focuses on nonverbal communication and facial expressions?
631329,In which year was the movie 'Face to Face' released?
631329,What is the runtime of the movie 'Face to Face'?
631329,What is the original language of the movie 'Face to Face'?
631329,How many votes did the movie 'Face to Face' receive?
